Position Title,Date,Apply,Work Model,Location,Company,Company Size,Company Industry,Salary,Qualifications,H1b Sponsored,Is New Grad
2025-26 Timesheet IT CTE Technician II - Vocational Tech Center,2025-11-21,https://jobright.ai/jobs/info/6921384ea49a885af9a4426c?utm_source=1100&utm_campaign=Software Engineering,On Site,"Phoenix, AZ",Paradise Valley Unified School District,1001-5000,,$27.19-$27.19 /hr,"1. High school diploma or equivalent.
2. Driver's License & Evidence of Insurability
3. Criminal Background Clearance
4. Valid Arizona DPS Level I IVP Fingerprint Clearance Card
5. Job related experience with increasing levels of responsibility is desired.
...",not sure,
Quality Assurance (Hybrid),2025-11-21,https://jobright.ai/jobs/info/69213730a49a885af9a441e1?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Edmeston, NY",NYCM Insurance,501-1000,"Financial Services,Real Estate",$41K-$63K /yr,"1. High school diploma
2. Experience equivalent to an Associate's degree in business field
3. Thorough working knowledge of underwriting procedures and workflow processes
4. Understanding of underwriting including applications, endorsements, renewals, cancellations, and data entry for multiple lines of business
5. Working knowledge of Microsoft Excel
...",not sure,
Associate Software Engineer,2025-11-21,https://jobright.ai/jobs/info/69213261a49a885af9a43e25?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Burnaby, British Columbia, Canada",Infoblox,1001-5000,"Network Hardware,Real Time",$80000-$90000 /yr,"1. Proficiency in at least one programming language such as Golang, Java, C/C++, Python
2. Strong foundational background in professional software development, including co-op work terms or other industry exposure
3. Solid problem-solving skills with strong interpersonal and communication abilities
4. Understanding of software engineering principles, data structures, and algorithms
5. Excellent problem-solving and debugging skills.
...",not sure,
Associate Quality Analyst,2025-11-21,https://jobright.ai/jobs/info/692530d5d47de4798ecce01a?utm_source=1100&utm_campaign=Software Engineering,On Site,"San Antonio, TX",Optum,10000+,"Education,Health Care",$59K-$105K /yr,"1. High School Diploma/GED (or higher)
2. 1+ years of experience working in an Agile environment (Scrum)
3. 1+ years of experience in Selenium or similar WebDriver UI automation tool with Java and TestNG framework
4. 1+ years of experience in testing web services and API’s - SOAP UI / POSTMAN
5. 1+ years of experience working with SQL and non-relational database MongoDB",not sure,
Tier 1 IT Help Desk Support,2025-11-21,https://jobright.ai/jobs/info/69213115a49a885af9a43d4a?utm_source=1100&utm_campaign=Software Engineering,On Site,"Honolulu, HI",Hawaii Foodservice Alliance LLC,101-250,"Food and Beverage,Logistics",$53000-$53000 /yr,"1. Customer Service: A friendly, patient, and professional demeanor with a focus on providing excellent support service.
2. Education: High school diploma or equivalent; an associate degree in IT or a related field is preferred.
3. Experience: Previous experience in a customer service or IT support role is a plus.
4. Technical Skills: Solid understanding of computer hardware, software, printer components and networking concepts. Must be proficient with basic troubleshooting techniques (OSI networking model), Microsoft Active Directory, EntraID, Office365, Windows Client and Server editions. Powershell scripting, Cisco command line, familiarity with MacOS and basic printer maintenance experience is a plus.
5. Communication Skills: Excellent verbal and written communication skills, with the ability to explain technical concepts to non-technical users.
...",not sure,
Technical Support Associate,2025-11-21,https://jobright.ai/jobs/info/69253109d47de4798ecce0fb?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Multi Location
Jersey City, NJ
New York, NY",Supermicro,5001-10000,"Artificial Intelligence (AI),Cloud Computing",$70K-$90K /yr,"1. Bachelor’s degree in Computer Science, Computer Engineering, Electrical Engineering; or an Associate’s degree in Electrical/Electronics Engineering with equivalent relevant experience.
2. 1+ year of experience in servicing complex X86 systems and parts.
3. 1+ years of experience in a customer support role.
4. Strong hardware system diagnostics skills and understanding of BIOS, drivers, and application-related issues.
5. Ability to troubleshoot, problem-solve, and make decisions in a fast-paced environment.
...",not sure,
Associate Technical Producer (Apex Legends),2025-11-21,https://jobright.ai/jobs/info/69212f8b3f782d2f1afd0157?utm_source=1100&utm_campaign=Software Engineering,On Site,"Multi Location
Vancouver, British Columbia, Canada
Greater Vancouver Metropolitan Area
Madison, WI
LA Metro Area",Respawn Entertainment,501-1000,"Developer Platform,PC Games",CAD91100-CAD126900 /yr,"1. 1-3 years of experience in a producer, project manager, or program manager role, ideally within game development or software engineering environments (or equivalent)
2. Strong organizational and problem-solving skills, with the ability to manage cross-functional dependencies.
3. A curiosity-first mindset and eagerness to learn more about technical challenges and solutions.
4. A proactive mindset and a passion for helping others succeed.
5. An affinity for relationship-building and solid people skills.
...",not sure,
Software Engineer - Robotics,2025-11-21,https://jobright.ai/jobs/info/69212f8b3f782d2f1afd0156?utm_source=1100&utm_campaign=Software Engineering,On Site,"Gainesville, FL",Rovex Technologies Corporation,1-10,"Hospital,Medical Device",$60K-$100K /yr,"1. Bachelor’s degree in Computer Science, Software Engineering, or a related field.
2. Strong skills in C++ and Python.
3. Experience with software architecture, distributed systems, or embedded applications.
4. Comfort with Linux environments and modern development tools (Git, Docker, CI/CD).
5. Curiosity and willingness to learn robotics, mapping, and simulation systems.",no,
Supp Cntr Operations Analyst I,2025-11-21,https://jobright.ai/jobs/info/69212ec100c9ee50eaecc8ff?utm_source=1100&utm_campaign=Software Engineering,On Site,"Brooklyn, NY",Maimonides Medical Center,5001-10000,"Health Care,Health Diagnostics",$50K-$69K /yr,"1. Proficient in PC use and Microsoft Office applications.
2. Strong customer service skills.
3. Strong technical/computer knowledge.
4. Excellent oral and written communication skills.
5. Strong interpersonal skills.
...",not sure,
Junior Software Engineer (QA) - Pacific Time Zone,2025-11-21,https://jobright.ai/jobs/info/6912b93fc98948514c47da1c?utm_source=1100&utm_campaign=Software Engineering,Remote,United States,QA Wolf,11-50,"Cloud Data Services,Developer Platform",$80000-$80000 /yr,"1. Physically located in and have legal authorization to work in the United States, Canada, the United Kingdom, or Australia, without the need for employer-sponsored work authorization.
2. Create and maintain tests in JavaScript/Playwright.
3. Understand HTML and CSS.
4. Use Chrome DevTools to debug and reproduce failures.
5. Communicates effectively and proactively.
...",no,
Quality Assurance Analyst,2025-11-21,https://jobright.ai/jobs/info/692129dd00c9ee50eaecc683?utm_source=1100&utm_campaign=Software Engineering,On Site,"Englewood, CO",EchoStar Corporation,10000+,"Hardware,Satellite Communication",$20-$29 /hr,"1. Exceptional proficiency with spreadsheet software, with a strong emphasis on advanced Google Sheets capabilities
2. Superior written and verbal communication skills, capable of conveying complex technical information clearly and concisely
3. A meticulous attention to detail and highly developed observational skills, enabling the identification of subtle discrepancies and areas for improvement
4. A proven aptitude for troubleshooting and effective problem-solving, with a track record of resolving technical challenges efficiently
5. A strong willingness to learn, adapt, and thrive in a dynamic, rapidly evolving professional environment
...",no,
"SOC Analyst I (Hybrid, Chicago, IL)",2025-11-21,https://jobright.ai/jobs/info/69212922a49a885af9a438c6?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Chicago, IL",Byline Bank,1001-5000,"Asset Management,Banking",$61K-$76K /yr,"1. Bachelor’s degree in information technology or Cybersecurity required.
2. 1+ years of Information Security Analyst experience.
3. Basic understanding of incident response frameworks and threat intelligence concepts.
4. Familiarity with SIEM tools, EDR solutions, and log analysis.
5. Knowledge of firewalls, intrusion detection and prevention products.
...",no,
Desktop Support Specialist,2025-11-21,https://jobright.ai/jobs/info/6921290a00c9ee50eaecc5ca?utm_source=1100&utm_campaign=Software Engineering,On Site,"Multi Location
Akron, OH
Wabash, IN",Bridgeview Eye Partners,501-1000,"Eyewear,Health Care",$19-$23 /hr,"1. Associate degree in Information Technology/Information Systems or related field is preferred. Equivalent education and work experience will be considered.
2. CompTIA A+, Net+, Security+, Server+ or equivalent experience is preferred.
3. Excellent interpersonal, written, and verbal communication skills
4. Detail oriented with strong organizational skills
5. Ability to obtain knowledge and skills on the job or through educational courses
...",not sure,
Solutions Engineer - Healthcare & Life Sciences (HLS) -Central,2025-11-21,https://jobright.ai/jobs/info/690a8251bcccf20de59e34e0?utm_source=1100&utm_campaign=Software Engineering,On Site,Chicago,Talkdesk,1001-5000,"Artificial Intelligence (AI),Cloud Computing",$144000-$235000 /yr,"1. B.S. Computer Science, Software Engineering, MIS or equivalent work experience.
2. 1-3 years as a Solutions Engineer in Software, VOIP/Telecommunications, contact centers, premise or cloud selling to Commercial or Enterprise customers.
3. Ability to command the attention in a room by delivering compelling presentations and demonstrations.
4. Good problem solving skills, including the ability to meet a business requirement with a technical solution.
5. Ability to communicate complex technical concepts to both technical and non-technical audiences.
...",not sure,
Skillbridge Software Engineer,2025-11-21,https://jobright.ai/jobs/info/692127f23f782d2f1afcfd41?utm_source=1100&utm_campaign=Software Engineering,On Site,"Multi Location
Seattle, WA
Seattle, Washington, United States",Anduril Industries,1001-5000,"Aerospace,Artificial Intelligence (AI)",,"1. Skillbridge eligible
2. Proficiency in C++ and familiarity with graphics APIs (DirectX, OpenGL, or Vulkan)
3. Experience working in large codebases to solve complex problems in a matter of days and weeks, not months
4. Excellent communication skills and ability to work cross functionally with stakeholders and Executive leaders
5. Must be a U.S. Person due to required access to U.S. export controlled information or facilities",no,
Network Systems Technician (Confidential Position),2025-11-21,https://jobright.ai/jobs/info/692127e73f782d2f1afcfd34?utm_source=1100&utm_campaign=Software Engineering,On Site,"Concord, CA",Regional Center of the East Bay,251-500,"Family,Health Care",$66444.82-$98169.76 /yr,"1. College degree in Computer Science or closely related field highly desirable.
2. Demonstrated experience in Help Desk support.
3. Demonstrated experience in data and voice network, including hardware and software.
4. Demonstrated experience in database and web development, maintenance, and delivery.
5. Ability to identify and resolve basic hardware and software problems and malfunctions.
...",not sure,
